,Day,Month,Year,Hour,Minute,Seconds,Tweet,Location,Favourite Count,Source of Tweet
932,02,01,2019,14,10,35,b'rt @danieljdrucker: genetic relationships between fasting indices of insulin resistance/beta-cell function and inflammatory markers #diabet',"Tenerife, España",0,Twitter for iPhone
933,02,01,2019,14,10,18,b'be around amazing people everyday. contact me and ask how to become a consultant #one2onediet #diabetes #type2diabetes #weightloss #lowcaloriediet #health #exante #lighterlife #slimmingworld #weightwatchers #cumbria  #dalston #appleby #cumbria #carlisle #gretna https://t.co/mhs9drhxv2',"Carlisle, CUMBRIA",0,SocialMediaServer
934,02,01,2019,14,10,04,"b'in a recent study, researchers determine whether alcohol is associated with weight loss among individuals with type 2 diabetes who are overweight or obese.\n#diabetes #type2diabetes #weightloss #obesity #alcohol #medicine #medicalnews #medicalresearch \nhttps://t.co/yullkj3drg https://t.co/vhkasatmoh'","Toronto, Ontario",1,Buffer
935,02,01,2019,14,09,56,b'interesting work from @helsinkiuni connecting #diabetes in babies to protein #misfolding @elife @tech_networks https://t.co/lvpapjxmgj',,0,Twitter Web Client
936,02,01,2019,14,06,57,"b'rt @doctorkriches: happy to present our first paper of 2019, on only the second day of it! inflammatory signalling in vascular restenosis a'","Hull, England",0,Twitter for Android
937,02,01,2019,14,06,24,b'freakin delicious cookies is open for business with our chocolate bomb brownie and chunka chocolate chip cookie. both are chocolate bombs that are completely safe for diabetics. low glycemic index! stop by now! https://t.co/smsizacewy. \n\n#diabetes #chocolate #freakindelicious',"Massachusetts, USA",0,Twitter Lite
938,02,01,2019,14,06,02,"b""happy new year!  \nare you ready for a change of career in 2019? we're looking for passionate team members to join our grenoble and paris offices\navailable positions &gt;&gt; https://t.co/zedyfxk24t\n#job #career #diabetes #development #qualityassurance #customersupport https://t.co/kbe1ggpbpz""",,2,Buffer
939,02,01,2019,14,06,02,b'rt @scwellcouncil: medicare and #diabetes technology https://t.co/5ir8tgdgad https://t.co/puzlu884ze',altea / alicante / es,0,Twitter Lite
940,02,01,2019,14,05,57,"b""morning insulin resistance (?) talk to me about this. it's relatively new (couple months), it's as if i'm dumping sugar into my body instead of insulin for morning meals. bg just goes up &amp; up. on pump w cgm. changed i:c ratio, changed basal, etc. nothing seems to help. #diabetes""",New Hampster,0,Twitter for Android
941,02,01,2019,14,05,44,"b'check out our blog post ""recognizing your risk of type 2 diabetes""\nhttps://t.co/yutz7bxbvu/recognizing-risk-type-2-diabet\n#agemanagement #diabetes https://t.co/jmxsvugq4z'",,0,Twitter Web Client
942,02,01,2019,14,04,31,"b'@iaptlong this time of year can be difficult for some, especially those attempting to cope emotionally with their long term condition. refer to our service if you think we can help 01302 566999 #mentalhealth #doncaster #diabetes #copd #heart #doncasterisgreat'",,0,Twitter Web Client
943,02,01,2019,14,01,43,"b'happy to present our first paper of 2019, on only the second day of it! inflammatory signalling in vascular restenosis and t2dm https://t.co/e1t3q6ivnn @proftimpalmer @uobbio #diabetes #richessumanlab great effort from phd student florah #proudsupervisor'",,14,Twitter for iPhone
944,02,01,2019,14,01,25,"b'rt @whosearo: regular exercise and physical activity reduces the risk of noncommunicable diseases such as heart disease, stroke, #diabetes'","Niger, Nigeria",0,Twitter for Android
945,02,01,2019,14,00,45,b'diagen-nanobot in production stage! @diabetesuk @amdiabetesassn @_nanotechnology @mehis_tweets #diabetes #diabetescure #nanotechnology #chronicdisease #healthtechnology #healthcare #nursing https://t.co/zydyvtcovu',"Houston, TX",0,Buffer
946,02,01,2019,14,00,33,b'upgrade your diabetic knowledge and book a place on our practical #diabetes workshop created in conjunction with @diabetesuk to provide a pragmatic and practical approach to diabetic care. this workshop runs on 8 feb 2019 in london. book now: https://t.co/m77sqi3zn5 https://t.co/xuz7wymhnf',"Warwick, UK",2,Hootsuite Inc.
947,02,01,2019,14,00,04,"b'if left untreated, sleep apnea could result in a host of other issues such as #diabetes and heart problems. visit https://t.co/0ipgfrkwjs if you are losing #sleep over this matter. #sleepapnea https://t.co/r5ljyxhkmd'",North Carolina,0,EkwaSocial
948,02,01,2019,14,00,00,b'plant hallucinogen holds hope for diabetes treatment https://t.co/obq7he2is8 via@ejwillingham @sciam #diabetes',Greater Seattle area,0,eClincher
949,02,01,2019,13,54,09,b'today is the day i get my blood sugars under control..... generally for my diabetes health.... but ive also got my next clinic in 2 weeks and need to get those blood tests looking as good as can be expected given the christmas binge #damagecontrol #gbdoc #diabetes #type1',"Tamworth, England",20,Twitter for iPhone
950,02,01,2019,13,53,20,b'. @spibelt isnt just for #running ! our #diabetic spibelt is great for holding pumps and other medical supplies. \n#diabetes #type1 #type1d https://t.co/vhvsiwzg4s',United Kingdom,2,Twitter for iPad
951,02,01,2019,13,52,40,b'rt @speedfrog66: tips on lowering your risk for diabetes type 2&gt;&gt;&gt; https://t.co/mpxdliwxrv #diabetes #t2d #diabetic #health @diabetesmine @',Fans Argentina,0,Twitter Web Client
952,02,01,2019,13,51,07,b'goal below 220 by end of week. #keto #ketodiet #ketogenic #intermittentfasting #diabetes #weightlossjourney #weightloss #twitch #twitchstreamer https://t.co/chpw9jqyzm https://t.co/f1zrgy79q7',"Florida, USA",3,IFTTT
953,02,01,2019,13,51,07,b'do you find blood sugar spikes after exercise an issue?? check what happened at my 50th parkrun on saturday\n#t1drunswithme #gbdoc #runner #doc #pwd #fifty #exercise #diabetes #loveparkrun \n\nhttps://t.co/tscy6z8sz9',"Crayford, London",2,Twitter for Android
954,02,01,2019,13,48,28,b'#t1diabetes #diabetes i dont care about a useless wall. i care about healthcare. #potus #maga https://t.co/06c80twvfe',Brooklyn,3,Twitter for iPhone
955,02,01,2019,13,48,28,b'have yourself an absolutely beautiful day.\n\n#sugarfree is the way to be.\n\n#diabetes\n#insulinresistance\n#weightloss\n\n#health #food\n#healthyfood\n#nutrition\n#nutritionist\n\n#fitness https://t.co/jwknzcfmti',"Albany, NY",0,Instagram
956,02,01,2019,13,44,57,"b'is fresh fruit juice good for your #health? many of us see juice as a healthy way to get a mega-dose of vitamins, but this is not true. fruit juices cause sudden spikes in blood sugar that over time increases the risk of developing #diabetes.\nhttps://t.co/x8eryxu9y1'",🇨🇦,1,Twitter Web Client
957,02,01,2019,13,44,27,b'dogs were once an important part of endocrine research \n\nknow more at https://t.co/ist1bvqmrs\n\n#endocrinologyconference #endocrinologycongress #endocrinologymetabolism #metabolismevent #diabetesmeeting #diabetes https://t.co/eupgl6brgz',United Kingdom,1,Twitter Web Client
958,02,01,2019,13,44,19,b'rt @250healthyfoods: healthy fat benefits mental health  for fat counter apps see https://t.co/lesshrt0jk\n#anxiety #depression #stress #de',"Marietta, GA",0,Twitter for Android
959,02,01,2019,13,41,29,b'we begin this 2019 asking god to fill us with blessings. may health accompany us throughout the year.\n#spirituallove #espiritualidad #love #clinica #diabetes #ayuda #angel #oracion #prayer #namaste #saludybienestar #religions  #mentalhealth  #sick #instagood #transformation https://t.co/s6axgxf2mt',en el mundo,1,Twitter Web Client
960,02,01,2019,13,40,22,b'@feednovascotia \n@nshealth \n@healthns \n@govcanhealth #cdnpoli #cdnhealth @liberal_party @ndp @cpc_hq @cbcpolitics @ctv_powerplay @cma_docs \n\n#sugar linked to #chronicillness \n#obesity #diabetes #heartdisease #nonalcaholicfattyliverdisease #insulinresistance #arthritis #adhd https://t.co/g3z1vi4xc7',"Nova Scotia, Canada",0,Twitter for Android
961,02,01,2019,13,38,20,"b'rt @kulikovuniatf: department of finance #philippines announced vat exemption for all medicines and drugs prescribed for #diabetes, high #c'",,0,Twitter for Android
962,02,01,2019,13,37,33,b'rt @jeffdachis: 3:19 mile run / 31:39  w 10 minute cool down kicking in the new year right. happy 2019 - lets do this! @onedroptoday #t1d',NYC,0,Twitter for iPhone
963,02,01,2019,13,36,41,b'city lost control of jails https://t.co/8pyaugzbmh via @thechiefleader #rikers #doc #horizon #prisonreform #nyc #jail #adwdwa',New York City ,0,Twitter for Android
964,02,01,2019,13,35,47,b'rt @kulikovuniatf: people who regularly eat #breakfast are more likely to be a #healthy weight than those who opt out. skipping  breakfast',,0,Twitter for Android
965,02,01,2019,13,35,04,b'rt @nhsdiabetesprog: hundreds of thousands of people will receive #nhs help to battle obesity and #type2 #diabetes under radical action set',"10 Quarry Road, Dudley Wood, Dudley, West Midlands, DY2 0EF",0,Twitter for iPhone
966,02,01,2019,13,34,12,b'rt @kulikovuniatf: people who regularly eat #breakfast are more likely to be a #healthy weight than those who opt out. skipping  breakfast',"Ibadan, Nigeria",0,Twitter for Android
967,02,01,2019,13,31,37,b'rt @cwhr_cuanschutz: sex differences matter. learn more about how #heartdisease and #diabetes are treated differently for men and women.\nsc',"Littleton, CO",0,Twitter for iPhone
968,02,01,2019,13,30,40,b'rt @parthaskar: @woolshopkate would suggest walking into a local pharmacy and asking- and/or in case london based #gbdoc folks can help? @e',North London ,0,Twitter for iPhone
969,02,01,2019,13,30,10,"b'rt @nhpindia: do you know who are most likely to be affected by #diabetes?\nread below.\nalso, visit: https://t.co/lurjmtssf3\n#swasthabharat'",,0,Twitter for Android
970,02,01,2019,13,30,00,b'happy new year! continue to manage your #diabetes in a healthy way. here are some new years resolution tips: https://t.co/apgvqaqstn https://t.co/tyqreyuykt',United States,6,Twitter Media Studio
971,02,01,2019,13,29,14,"b'@who @whosearo @whowpro @whoemro @pahowho @who_europe @whoafro thank you for the best wishes, \n#preventionisbetterthancure\n#cancer #cardiovascular #diabetes \nhttps://t.co/6o3l3hajkz'",Kigali ,0,Twitter Web Client
972,02,01,2019,13,27,37,b'@drkristieleong remember to #saynotosugar \n\none double double coffee daily adds up to over 6 pounds of #sugar intake annually \n\n2 tsp = 4 2 grams  2 = 8.4 grams x 365 days = 3.066 kgs of sugar \n\n#obesity #heartdisease #nonalcaholicfattyliverdisease #insulinresistance #diabetes #hypertension',"Nova Scotia, Canada",3,Twitter for Android
973,02,01,2019,13,27,34,"b'rt @understudypanc: calling london dwellers - is anyone around and able to help? fb group has been taken down &amp; out of action, so help here'","London, England",0,Twitter for iPhone
974,02,01,2019,13,27,01,b'rt @kulikovuniatf: people who regularly eat #breakfast are more likely to be a #healthy weight than those who opt out. skipping  breakfast',"Ibadan, Nigeria",0,Twitter for Android
975,02,01,2019,13,26,55,b'#diabetesdrug market is expected to surpass us$ 76 billion by 2024. rising #diabetes prevalence like type 1 &amp; type 2 diabetes is major reason for growth.\n\nhttps://t.co/bmu2wbqm6q\n\n#bloodglucose #health #healthcare #wellness #smbg #diabetic #insulin #glucose #medicine #pharma https://t.co/bn8hgsuty7',USA & INDIA,0,Twitter Web Client
976,02,01,2019,13,26,30,b'[clintrials] new diabetes clinical trial: islet transplantation in type i diabetic patients using the university of illinois at chicago (uic) protocol https://t.co/szptzhovob #diabetes #trial',"Watauga,TX,US",0,IFTTT
977,02,01,2019,13,26,30,b'[clintrials] new diabetes clinical trial: phase i single-dose escalation clinical trial of salvianolic acid a tablets https://t.co/jwzi9kz8jh #diabetes #trial',"Watauga,TX,US",0,IFTTT
978,02,01,2019,13,26,29,b'[clintrials] new diabetes clinical trial: drug interaction study between dorzagliatin and sitagliptin https://t.co/ibahbedbi9 #diabetes #trial',"Watauga,TX,US",0,IFTTT
979,02,01,2019,13,25,41,"b'calling london dwellers - is anyone around and able to help? fb group has been taken down &amp; out of action, so help here would be fab! #gbdoc https://t.co/6gttcm9wqq'",Somerset,0,Twitter for iPhone
980,02,01,2019,13,24,52,b'any of the london based folks who can help out??? #gbdoc https://t.co/az8nwd5c6f',"Crayford, London",0,Twitter for Android
981,02,01,2019,13,24,17,"b'rt @lifeforachild: during 2018 life for a child has provided over 19,000 young people living with type 1 diabetes with #insulin, blood gluc'","Birmingham, UK",0,Twitter for Android
982,02,01,2019,13,24,05,"b'rt @gbdoctchost: happy, peaceful new year to all the #gbdoc community. \n\nwe hope you had a lovely break. \n\n#gbdoc chat returns this evening'",Under the Shadow of His Wings,0,Twitter for iPhone
983,02,01,2019,13,23,56,b'had a great time @dartfordparkrun for my 50th @parkrunuk \nwas interesting to catch on camera what happens to my blood sugars after a high intensity effort!! this may ring a few bells with some of you #t1drunswithme #gbdoc #warriorup #teamrnib #exercise \nhttps://t.co/tscy6z8sz9',"Crayford, London",0,Twitter for Android
984,02,01,2019,13,23,28,b'rt @kulikovuniatf: people who regularly eat #breakfast are more likely to be a #healthy weight than those who opt out. skipping  breakfast',"Ibadan, Nigeria",0,Twitter for Android
985,02,01,2019,13,23,24,b'rt @prayance: #newyearsresolution #phdlife #nhs #phdchat #happynewyear2019\n#participation in #research\ndo you have #diabetes or #asthma or',,0,Academic Chatter
986,02,01,2019,13,23,15,b'any london #gbdoc folk able to help? https://t.co/7ku5xdc2wh',"Freckleton, Lancashire, UK",0,Twitter for Android
987,02,01,2019,13,22,03,b'rt @parthaskar: @woolshopkate would suggest walking into a local pharmacy and asking- and/or in case london based #gbdoc folks can help? @e',Lancashire,0,Twitter for iPhone
988,02,01,2019,13,21,27,b'rt @themastervegan: ginger is an excellent all natural antibiotic &amp; anti-inflammatory: \nhttps://t.co/1tonpgrmuy     #health #arthritis #pai',"Marina del Rey, CA",0,TweetDeck
989,02,01,2019,13,21,21,b'@woolshopkate would suggest walking into a local pharmacy and asking- and/or in case london based #gbdoc folks can help? @ellierosehuckle -or help rt @adrianlong3 @type1bri @sowerbee',Southsea,2,Twitter Web Client
990,02,01,2019,13,19,44,b'#newyearsresolution #phdlife #nhs #phdchat #happynewyear2019\n#participation in #research\ndo you have #diabetes or #asthma or #heart problems? are you using #technologies to #manage it?\n#participate\nhttps://t.co/w4peyfqec8 \n@pehealthit @gradschooluop @pharmresuk @research_future',United Kingdom,3,Twitter for Android
991,02,01,2019,13,19,15,"b'goal below 220 by end of week. #keto #ketodiet #ketogenic #intermittentfasting #diabetes #weightlossjourney #weightloss #twitch #twitchstreamer @ navarre, florida https://t.co/ipc0a53iu0'","Florida, USA",3,Instagram
992,02,01,2019,13,18,19,b'rt @wdd: what we eat can help prevent the development of type 2 #diabetes. this holiday season make sure to check out our tips and recommen',,0,Twitter for Android
993,02,01,2019,13,17,37,"b'rt @gravityimages: ""last frame""\n.\nthe final frame that i have of two magnificent flying machines known as doc and fifi at #osh17. what an e'",,0,Twitter for Android
994,02,01,2019,13,15,47,"b'the blood sugar solution event https://t.co/ftoproio2h via @nutritioninnfk healthy weight - a lifestyle choice #thegreenparrot, #bloodsugarsolution, #diabetes'","Kings Lynn, Norfolk",1,Twitter Web Client
995,02,01,2019,13,15,46,b'looking for #men and #women with pre-diabetes to #volunteer for an 8-week long #nutrition #research #study...contact our research coordinator (debourne@uvm.edu) for more information! @crvt_ @newenglanddairy @amdiabetesassn @uvmcals @bfp_news #diabetes #publichealth @healthvermont https://t.co/c6urni4hhn',"Burlington, VT",1,Twitter Web Client
996,02,01,2019,13,15,10,"b""rt @cardiosmart: dyk cardiosmart's new infographic on managing #heartdisease in #diabetes can be downloaded for free? check it out: https:/""",,0,Twitter for Android
997,02,01,2019,13,11,56,b'how much do you walk in a day? you will be shocked to know these 11 benefits that you can gain by just walking 1 hour in a day! \nto know more: https://t.co/cqqp2pod5x\n#walking  #physicalactivity  #healthyliving #weightloss #fitness  #diabetes  #thefitglobal https://t.co/xn2xm3qkns',"Hyderabad, India",1,Twitter Web Client
998,02,01,2019,13,11,34,b'alcohol has widespread effects on the endocrine system.\n\n know more at https://t.co/ist1bvqmrs\n\n#endocrinologyconference #endocrinologycongress #endocrinologymetabolism #metabolismevent #diabetesmeeting #diabetes https://t.co/t0xgvgkjrl',United Kingdom,1,Twitter Web Client
999,02,01,2019,13,10,13,b'rt @asweetgrace: 2018 insulin - the cost. grace is 16 and has type 1 diabetes. she used 35 vials of novolog in 2018 at a market cost of $10',he/him,0,Tweetbot for iΟS
1000,02,01,2019,13,09,28,"b'#happynewyear2019! we look forward to a new year where we create insights about #diabetes together. we hope to meet with many of you at different occasions during the year! right now we are busy planning for @attdconf in berlin, will we meet you there? #diasend #glooko'",Global,0,Twitter Web Client
1001,02,01,2019,13,09,12,b'living in the #burlington #vt area and qualify for our #researchstudy? start #newyears2019 off right by #volunteering for our #nutrition #study! #health #research @uvmvermont @uvmlarnermed @uvmmedcenter @sevendaysvt @wcax @mynbc5 @vprnet #diabetes #dairyresearch @ntldairycouncil https://t.co/hu0vh1pgr4',"Burlington, VT",1,Twitter Web Client
1002,02,01,2019,13,08,25,b'rt @diabetes_secret: a video about diabetes reversed 100% naturally https://t.co/y9pcducmnj #diabetes',,0,Twitter for Android
1003,02,01,2019,13,07,34,b'blood draw. #stroke #strokesurvivor #diabetes #hypertension https://t.co/nqvwbwdbwx',"ÜT: 38.351746,-79.023999",0,Instagram
1004,02,01,2019,13,04,41,b'rt @nhsdiabetesprog: hundreds of thousands of people will receive #nhs help to battle obesity and #type2 #diabetes under radical action set',"Taunton, England",0,TweetDeck
1005,02,01,2019,13,04,39,b'@grumpy_pumper another patient just saw me inject . asks are you diabetic? me no im fenella   #gbdoc',London,2,Twitter for iPhone
1006,02,01,2019,13,04,33,"b'the possible pod failure, or ""do you hear what i hear?"" head on over to the blog to read a short vignette about #t1d #diabetes #doc https://t.co/qdqjzouukv https://t.co/uphbcdmuma'",,0,WordPress.com
1007,02,01,2019,13,02,32,b'rt @benpmoody: a small number of tickets for #rotm2 conference @techuk have become available  &gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/9qz4cqxdwc. once these a',Leeds,0,Twitter for Android
1008,02,01,2019,13,02,31,b'rt @dialysissaves: #kidney failure link in young with #diabetes - newcastle star - https://t.co/0ahhynfocb',"Guayama, Puerto Rico",0,Twitter for iPhone
1009,02,01,2019,13,02,07,"b'rt @gravityimages: ""last frame""\n.\nthe final frame that i have of two magnificent flying machines known as doc and fifi at #osh17. what an e'",Worldwide,0,PlaneSpotterRetweet
1010,02,01,2019,13,01,24,"b'hundreds of thousands of people will receive #nhs help to battle obesity and #type2 #diabetes under radical action set out by simon stevens, chief executive of @nhsengland.\n\nhttps://t.co/78jxp2zlde \n\n#preventingtype2 https://t.co/u2yxt10cbz'",Nationwide,0,Hootsuite Inc.
1011,02,01,2019,13,01,01,"b'""last frame""\n.\nthe final frame that i have of two magnificent flying machines known as doc and fifi at #osh17. what an experience this was!\n.\n.\n#boeing #b29 #doc #bomber #ww2 #wwii #warbird #fifi #caf #fulldiscaviation #aviation #airplane #avgeek #instap https://t.co/nubifa7pcz https://t.co/jjbb6pkpuz'",,5,IFTTT
1012,02,01,2019,13,00,38,"b'rt @nhpindia: read and know about #diabetes.\nfor details, visit: https://t.co/tcrc6dxej9\n#swasthabharat #nhpindia #worlddiabetesday https:/'",,0,Twitter for Android
1013,02,01,2019,12,59,20,"b'rt @speedfrog66: get this great ebook about ""15 superfoods for diabetics!"" download it all for free here&gt;&gt;&gt;https://t.co/mabydjnxz9 #diabete'",indonesia,0,Twitter Web Client
1014,02,01,2019,12,57,47,b'my 1st sugar free christmas cookies!! why are they flat you are balls oh well...  #sugarfree #snowballs #diabetes #keto #sugarfreecookies #itried #didntturnoutright https://t.co/htmnvt644p',"Oceanside, CA",0,Instagram
1015,02,01,2019,12,54,38,"b'rt @nhpindia: do you know who are most likely to be affected by #diabetes?\nread below.\nalso, visit: https://t.co/lurjmtssf3\n#swasthabharat'","Bhopal ,India",0,Twitter for Android
1016,02,01,2019,12,54,12,b'rt @benpmoody: a small number of tickets for #rotm2 conference @techuk have become available  &gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/9qz4cqxdwc. once these a',London,0,Twitter for Android
1017,02,01,2019,12,47,32,b'#phenotypical classification of type 2 diabetes #mellitus\n\n#obesity is believed to be the major contributing factor for type 2 #diabetes. obese subjects have 2-3 fold higher risk of developing type 2 diabetes.\n\nhttps://t.co/c6jg9mfq1u https://t.co/rfswbvsspv',USA,0,Twitter Web Client
1018,02,01,2019,12,47,21,"b'#call for #abstract .....!!\njoin us for the #upcoming 18th #global #conference on #diabetes &amp; #nursing care to be held in #amsterdam #netherlands on june 27-28, 2019\n\ncontact us: diabetes@europemeet.com\nphone: +44-203 936-3178 https://t.co/gfjq431l2b'",India,0,Twitter Web Client
1019,02,01,2019,12,47,01,"b""stacey simms from @diabetescxns joined scott's fb live to discuss her podcast, diaversaries, and club 1921 an upcoming #diabetes networking app. https://t.co/l9fpheiq0l #makediabetessuckless #livingwithdiabetes #t1d #t2d https://t.co/6labzrtimp""",Vienna & San Diego,0,Sprout Social
1020,02,01,2019,12,45,24,b'rt @df_fitness: 10 yr olds consuming 18 yrs worth of #sugar my thoughts coming up on @metroradionews from 2pm @metroradiouk #obesity #diabe',"Newcastle Upon Tyne, England",0,Twitter for Android
1021,02,01,2019,12,43,58,b'meet the expert \nprof. darin olson\n the 23rd pan arab conference on diabetes \n date: 29  31 march 2019\nvenue:  morocco.\n register now https://t.co/c4zwy1save\nwaiting for you \nessence of perfection by: pure spot events management\n#pacd\n#conference\n#diabetes https://t.co/sac6ngq15q',,0,Twitter Web Client
1022,02,01,2019,12,42,49,"b'as a consultant i choose a career that works for me! sounds incredible, right? \nchat to find out how to get started.\n 07784 333851\n #one2onediet\n#diabetes #diet #weightloss #bariatricsurgery #obesity \n https://t.co/usb57pn0hg https://t.co/yx1abizi0s https://t.co/uyzwwjxcdi https://t.co/50xg1lf404'","East Midlands, England",0,SocialMediaServer
1023,02,01,2019,12,40,37,"b'#eatwellwithbalance\n#diabetes \n#healthyeating \n#diet\n#weightloss \n#naturalhealth \n\ndelicious, healthy recipes designed by registered  dietitians....for weight loss, a  specialty diet, or just convenience...\nhttps://t.co/2fta85rlow https://t.co/foz5grrtm0'",United States,0,Twitter Web Client
1024,02,01,2019,12,35,13,b'rt @twincome: 4 fruits diabetes people can eat \nhttps://t.co/uguzzijiwz \n#fruits #diabetes #eat',India,0,Twitter Web Client
1025,02,01,2019,12,35,08,b'rt @jtoriordan: technology has huge potential to transform type 1 diabetes &amp; some people with the condition are showing remarkable results',"London, England",0,Twitter Web Client
1026,02,01,2019,12,34,18,"b'rt @gbdoctchost: happy, peaceful new year to all the #gbdoc community. \n\nwe hope you had a lovely break. \n\n#gbdoc chat returns this evening'",,0,Twitter for iPhone
1027,02,01,2019,12,33,05,b'rt @df_fitness: 10 yr olds consuming 18 yrs worth of #sugar my thoughts coming up on @metroradionews from 2pm @metroradiouk #obesity #diabe',"North East, England",0,Twitter for iPhone
1028,02,01,2019,12,32,39,b'rt @df_fitness: 10 yr olds consuming 18 yrs worth of #sugar my thoughts coming up on @metroradionews from 2pm @metroradiouk #obesity #diabe',"North East, England",0,Twitter for Android
1029,02,01,2019,12,32,12,b'10 yr olds consuming 18 yrs worth of #sugar my thoughts coming up on @metroradionews from 2pm @metroradiouk #obesity #diabetes #fitness #health #gym #running #motivation #teeth #bhf #nefollowers https://t.co/80lych8nnl',Newcastle Upon Tyne,2,Twitter for iPhone
1030,02,01,2019,12,31,09,"b'rt @nhpindia: do you know who are most likely to be affected by #diabetes?\nread below.\nalso, visit: https://t.co/lurjmtssf3\n#swasthabharat'","Raipur, India",0,Twitter for Android
1031,02,01,2019,12,30,38,"b""all the more reason to keep your #sugarlevels under control. #healthfacts #diabetes #stayhealthy #thefitindian\n\ndownload thefitindian app now! \nhere's a direct app link:\nhttps://t.co/cdnq0vb8cg https://t.co/httqdk8zp8""","Hyderabad, India",0,Hootsuite Inc.
1032,02,01,2019,12,29,49,"b'rt @medscape: #diabetes patients taking metformin should have their vitamin b12 levels assessed regularly to avoid peripheral nerve damage,'",Australia,0,Twitter for Android
1033,02,01,2019,12,29,38,b'rt @annualdialysis: our 2018 #visualabstract review:\n\n cardiorenal syndrome #crs\n #obesity &amp; #kidneydisease\n #diabetes &amp; kidney disease',,0,Twitter Web Client
1034,02,01,2019,12,28,51,b'rt @twincome: 4 fruits diabetes people can eat \nhttps://t.co/5ixv4ajnqn \n#fruits #diabetes #eat',India,0,Twitter Web Client
1035,02,01,2019,12,27,34,b'rt @asweetgrace: 2018 insulin - the cost. grace is 16 and has type 1 diabetes. she used 35 vials of novolog in 2018 at a market cost of $10',Papillion NE,0,Twitter for iPhone
1036,02,01,2019,12,26,08,"b'changing your lifestyle doesnt mean drastically changing your diet. it means looking into your diet and prioritising the best foods.\n\nfor more details, email graham.phillips@manorpharmacygroup.co.uk\n\n#prediabetes #healthylifestyle #diabetes #healthyfood #healthyeating https://t.co/6updbvaihf'","Wheathampstead, East",2,Twitter Web Client
1037,02,01,2019,12,26,06,b'rt @parthaskar: low carbs; low calories; libre; #t1d resource ...the central theme in 2018 was about more options to improve self managemen',Flexible,0,Twitter for iPad
1038,02,01,2019,12,25,53,"b""woke up with a hypo and forgot what day it was? where i was? and getting into my phone was harder than solving a rubix cube. i need a cgm as its the reached the point where i need to take one by the hand to stop these oscar winning hypo's from taking place  #gbdoc""",Gherkins Kingdom,0,TweetCaster for Android
1039,02,01,2019,12,24,50,"b'changing your lifestyle doesnt mean drastically changing your diet. it means looking into your diet and prioritising the best foods.\n\nfor more details, email graham.phillips@manorpharmacygroup.co.uk\n\n#prediabetes #healthylifestyle #diabetes #healthyfood #healthyeating https://t.co/7q5v1lpwe3'",Herts ,0,Twitter Web Client
1040,02,01,2019,12,23,13,"b'rt @filesaccess: make your #pdf, #ppt &amp; #doc #accessible in 3 easy steps !! register free  https://t.co/idahbvgwof we at #filesaccessibilit'",,0,Twitter Web Client
1041,02,01,2019,12,23,12,"b'a 20-minute nhs check-up, that flags up the chances of getting #dementia, #heartdisease, #stroke #kidneydisease and #diabetes later in life, and is available freely to all aged 40 and over, has been missed by more than half of those eligible in the last five years.'",London,0,TweetDeck
1042,02,01,2019,12,20,16,"b'change, deceit &amp; diabetes: https://t.co/yxsieuxar5 #pwd #diabetes #diabetic #dblog #psychotherapy'","Upper West Side, NYC",0,SocialOomph
1043,02,01,2019,12,18,25,b'impact of loneliness on management of chronic conditions https://t.co/xee1nzrxhg #health #mentalhealth #diabetes #hypertension',"iPhone: 39.023834,-77.127373",0,Twitter Web Client
1044,02,01,2019,12,17,55,"b'rt @nhpindia: do you know who are most likely to be affected by #diabetes?\nread below.\nalso, visit: https://t.co/lurjmtssf3\n#swasthabharat'",Nirman Bhawan,0,Twitter for Android
1045,02,01,2019,12,14,07,b'rt @tims_pants: a few more tickets for #t1drom2. when theyre gone.... #gbdoc https://t.co/rwhwzlgzae',,0,Twitter Web Client
1046,02,01,2019,12,13,41,"b""changing your lifestyle could be a big step toward diabetes prevention  and it's never too late to start.\n\n#healthcare #health #diabetes #diabetic #diabetesp #wednesdaywisdom #wednesday https://t.co/qbbjooilb7""","Lucknow, India",0,Twitter Web Client
1047,02,01,2019,12,09,35,"b'thanks for awesome book love, guy! ---&gt; #diabetes #books #type1diabetes #t1d https://t.co/omzcayckgl'",Vermont,0,Twitter Web Client
1048,02,01,2019,12,07,29,b'rt @paulamaier3: now is the time to start reducing the #sugar in your every day diet. how?\n\nget the #candy out of your house and office. re',"Ashford Town, Kent",0,Twitter Web Client
1049,02,01,2019,12,07,14,b'rt @annualdialysis: our 2018 #visualabstract review:\n\n cardiorenal syndrome #crs\n #obesity &amp; #kidneydisease\n #diabetes &amp; kidney disease',Egypt ,0,Twitter for Android
1050,02,01,2019,12,05,36,b'rt @vappg: lower limb amputations are a diabetes-related complication. be alert and check for foot ulcers! #diabetes #vascular https://t.co',,0,Twitter for Android
1051,02,01,2019,12,05,06,b'children in the uk exceed the maximum recommended sugar intake for an 18- year old by the time they are 10 according to reports #diabetes  - bbc news https://t.co/eytlqygdvm',"Weybridge, Surrey",0,Hootsuite Inc.
1052,02,01,2019,12,03,02,b'how to manage #diabetes at work. thanks @webmd.\nhttps://t.co/hwkw4mzxyz https://t.co/xost1eykdy',,1,Buffer
